UniProtID,N_Pockets,Score,Probability,Gene,Length,Protein
A0A146M158,0,0.0,0.0,PF3D7_1312450,63.0,"Apical ring associated protein 1, putative"
A0A146M1M7,7,4.31,0.178,PF3D7_1371800,440.0,Uncharacterized protein
A0A146M1R1,6,10.19,0.548,PF3D7_0713600,917.0,"Mitochondrial ribosomal protein S5, putative"
A0A146M1S3,17,13.08,0.673,PF3D7_0727600,1029.0,Heptatricopeptide repeat-containing protein
A0A146M1U1,16,21.65,0.872,PF3D7_0803600,1599.0,GRAM domain-containing protein
A0A146M1Y0,5,6.69,0.34,PF3D7_0832200,293.0,Plasmodium RESA N-terminal domain-containing protein
A0A146M1Z3,3,10.51,0.565,PF3D7_0833400,340.0,Rifin
A0A146M427,6,18.14,0.816,PF3D7_0202900,287.0,Palmitoyltransferase (EC 2.3.1.225)
A0A5K1K7U1,1,2.09,0.047,PF3D7_0518300,240.0,Proteasome subunit beta
A0A5K1K7X4,0,0.0,0.0,PF3D7_0532100,181.0,Early transcribed membrane protein 5
A0A5K1K7Z9,0,0.0,0.0,PF3D7_0813000,599.0,Uncharacterized protein
A0A5K1K810,0,0.0,0.0,PF3D7_1302050,80.0,Uncharacterized protein
A0A5K1K826,11,8.63,0.461,PF3D7_1319400,1070.0,Uncharacterized protein
A0A5K1K836,0,0.0,0.0,PF3D7_1322800,115.0,Uncharacterized protein
A0A5K1K846,0,0.0,0.0,PF3D7_0506400,116.0,Fam-b protein
A0A5K1K847,21,19.85,0.846,PF3D7_1326500,2115.0,Uncharacterized protein
A0A5K1K859,7,24.94,0.902,PF3D7_1328500,1004.0,"Alpha/beta-hydrolase, putative"
A0A5K1K868,5,6.76,0.345,PF3D7_0518500,1123.0,RNA helicase (EC 3.6.4.13)
A0A5K1K870,4,5.14,0.236,PF3D7_0524400,365.0,"Ribosome-interacting GTPase 1, putative"
A0A5K1K873,5,5.45,0.259,PF3D7_1331400,481.0,CPW-WPC family protein
A0A5K1K885,12,12.64,0.657,PF3D7_1337000,965.0,"Mitochondrial intermediate peptidase, putative (EC 3.4.24.59)"
A0A5K1K895,12,9.44,0.507,PF3D7_0615900,1806.0,"Protein phosphatase, putative"
A0A5K1K898,3,3.59,0.134,PF3D7_1338600,947.0,Uncharacterized protein
A0A5K1K8A0,20,15.88,0.764,PF3D7_0828100,1033.0,Heptatricopeptide repeat-containing protein
A0A5K1K8A8,3,3.1,0.104,PF3D7_1316500,906.0,"Pre-mRNA-processing factor 40, putative"
A0A5K1K8A9,2,2.63,0.076,PF3D7_1340000,618.0,"Secreted ookinete protein, putative"
A0A5K1K8B7,8,4.14,0.167,PF3D7_1320400,359.0,Type I signal peptidase (EC 3.4.21.89)
A0A5K1K8C4,1,1.19,0.01,PF3D7_1343500,307.0,Uncharacterized protein
A0A5K1K8C6,9,4.24,0.174,PF3D7_0819200,676.0,Perforin-like protein 5
A0A5K1K8C9,12,21.32,0.868,PF3D7_1325800,1533.0,Uncharacterized protein
A0A5K1K8D5,1,1.71,0.03,PF3D7_1346200,168.0,"Nuclear import protein MOG1, putative"
A0A5K1K8E0,0,0.0,0.0,PF3D7_1327300,1795.0,Uncharacterized protein
A0A5K1K8E3,6,5.51,0.263,PF3D7_1315400,419.0,"Zinc finger (CCCH type) protein, putative"
A0A5K1K8E9,22,12.64,0.657,PF3D7_1348000,1245.0,Uncharacterized protein
A0A5K1K8F0,20,16.27,0.775,PF3D7_1329800,1208.0,Heptatricopeptide repeat-containing protein
A0A5K1K8F4,7,9.08,0.486,PF3D7_1319600,1633.0,"ACDC domain-containing protein, putative"
A0A5K1K8F9,0,0.0,0.0,PF3D7_1350300,305.0,Fcf2 pre-rRNA processing C-terminal domain-containing protein
A0A5K1K8G1,19,17.2,0.798,PF3D7_1333100,871.0,Uncharacterized protein
A0A5K1K8G8,11,7.15,0.372,PF3D7_1323800,1353.0,"Vacuolar protein sorting-associated protein 52, putative"
A0A5K1K8H0,8,5.87,0.287,PF3D7_1337800,568.0,Calcium-dependent protein kinase 5 (EC 2.7.11.1) (PfCDPK5)
A0A5K1K8H4,18,6.28,0.315,PF3D7_1352000,2006.0,"GTP-binding protein, putative"
A0A5K1K8H7,1,10.62,0.57,PF3D7_0512600,200.0,Ras-related protein Rab-1B (EC 3.6.5.2)
A0A5K1K8H8,0,0.0,0.0,PF3D7_0508600,262.0,Uncharacterized protein
A0A5K1K8I2,0,0.0,0.0,PF3D7_1339300,275.0,Tetratricopeptide repeat protein
A0A5K1K8I4,2,3.7,0.14,PF3D7_1358600,1005.0,"Zinc finger protein, putative"
A0A5K1K8J0,9,21.0,0.864,PF3D7_1340600,575.0,"RNA lariat debranching enzyme, putative (EC 3.1.4.-)"
A0A5K1K8J1,15,21.33,0.868,PF3D7_1329500,1844.0,Uncharacterized protein
A0A5K1K8J3,16,10.96,0.588,PF3D7_1361800,2605.0,Glideosome-associated connector
A0A5K1K8J8,11,11.94,0.632,PF3D7_1344900,1488.0,Transcription factor with AP2 domain(S)
A0A5K1K8J9,2,6.53,0.33,PF3D7_1331500,620.0,CCAAT-box DNA binding protein subunit B
A0A5K1K8K0,20,21.21,0.867,PF3D7_0525500,1863.0,"WD repeat-containing protein, putative"
A0A5K1K8K5,4,2.49,0.069,PF3D7_1363300,250.0,"50S ribosomal protein L9, mitochondrial, putative"
A0A5K1K8K6,1,0.88,0.004,PF3D7_0526900,214.0,"Transmembrane emp24 domain-containing protein, putative"
A0A5K1K8K8,1,2.53,0.071,PF3D7_1346900,251.0,Uncharacterized protein
A0A5K1K8K9,11,8.07,0.429,PF3D7_1337300,903.0,"Exoribonuclease, putative (EC 3.1.11.1, EC 3.1.16.1)"
A0A5K1K8L5,26,32.15,0.942,PF3D7_0520800,2054.0,Uncharacterized protein
A0A5K1K8L6,30,9.24,0.495,PF3D7_1348800,1834.0,"E1-E2 ATPase, putative"
A0A5K1K8M0,6,17.9,0.81,PF3D7_1338700,622.0,DOT1 domain-containing protein
A0A5K1K8M1,0,0.0,0.0,PF3D7_0726050,100.0,Early transcribed membrane protein
A0A5K1K8M3,30,27.87,0.923,PF3D7_1369200,2170.0,Development protein
A0A5K1K8M5,2,9.0,0.482,PF3D7_1350800,246.0,GRIP domain-containing protein
A0A5K1K8M7,0,0.0,0.0,PF3D7_0808450,90.0,"Protein MPODD, putative"
A0A5K1K8M9,2,8.43,0.449,PF3D7_1340100,278.0,Ribosomal RNA-processing protein 42
A0A5K1K8N0,0,0.0,0.0,PF3D7_0913150,45.0,Uncharacterized protein
A0A5K1K8N5,3,5.84,0.285,PF3D7_0701600,235.0,Pfmc-2TM Maurer's cleft two transmembrane protein
A0A5K1K8N6,18,15.04,0.743,PF3D7_1357400,1179.0,DUF4211 domain-containing protein
A0A5K1K8N8,0,0.0,0.0,PF3D7_0114750,58.0,Plasmodium RESA N-terminal domain-containing protein
A0A5K1K8P1,4,18.1,0.815,PF3D7_1344500,274.0,U6 snRNA phosphodiesterase 1 (3'-5' RNA exonuclease USB1)
A0A5K1K8P4,18,25.86,0.909,PF3D7_0824700,590.0,Lipase maturation factor 2
A0A5K1K8P5,6,3.24,0.112,PF3D7_1360300,372.0,Uncharacterized protein
A0A5K1K8P9,0,0.0,0.0,PF3D7_1346500,595.0,Uncharacterized protein
A0A5K1K8Q0,6,4.93,0.222,PF3D7_1316700,623.0,SUN domain-containing protein
A0A5K1K8Q1,11,10.24,0.55,PF3D7_1315900,1232.0,Exportin-T (Exportin(tRNA)) (tRNA exportin)
A0A5K1K8Q3,2,1.27,0.013,PF3D7_0523600,207.0,GINS subunit domain-containing protein
A0A5K1K8Q4,15,14.98,0.741,PF3D7_1362400,2048.0,Calpain (EC 3.4.22.-)
A0A5K1K8Q7,2,2.2,0.053,PF3D7_1321000,682.0,Rad21/Rec8-like protein N-terminal domain-containing protein
A0A5K1K8Q9,34,11.25,0.602,PF3D7_1320000,1258.0,Golgi protein 1
A0A5K1K8R1,2,2.77,0.085,PF3D7_1317300,296.0,RRM domain-containing protein
A0A5K1K8R2,13,31.28,0.938,PF3D7_0703400,820.0,Uncharacterized protein
A0A5K1K8R3,3,21.57,0.871,PF3D7_1363700,790.0,indole-3-glycerol-phosphate synthase (EC 4.1.1.48)
A0A5K1K8R6,4,2.26,0.056,PF3D7_1323900,376.0,"Protein BCP1, putative"
A0A5K1K8R9,19,6.71,0.341,PF3D7_1322300,1499.0,BRCT domain-containing protein
A0A5K1K8S0,8,7.83,0.415,PF3D7_0828000,267.0,Rhomboid-like protease (EC 3.4.21.105)
A0A5K1K8S1,1,2.17,0.051,PF3D7_1366200,150.0,Uncharacterized protein
A0A5K1K8S2,12,37.26,0.957,PF3D7_1350500,1144.0,OTU domain-containing protein
A0A5K1K8S4,1,1.08,0.007,PF3D7_1327400,302.0,Uncharacterized protein
A0A5K1K8S6,21,39.56,0.962,PF3D7_1327000,1214.0,Symplekin C-terminal domain-containing protein
A0A5K1K8S8,2,29.48,0.931,PF3D7_1326100,336.0,"WD repeat-containing protein, putative"
A0A5K1K8S9,2,10.51,0.565,PF3D7_1316400,228.0,"SAS6-like protein, putative"
A0A5K1K8T1,6,21.68,0.873,PF3D7_1352200,464.0,"U3 small nucleolar RNA-associated protein 15, putative"
A0A5K1K8T3,12,16.07,0.769,PF3D7_1329900,707.0,Heptatricopeptide repeat-containing protein
A0A5K1K8T4,0,0.0,0.0,PF3D7_1329600,301.0,Uncharacterized protein
A0A5K1K8T6,1,1.09,0.007,PF3D7_1327700,271.0,"Regulator of nonsense transcripts 3B, putative"
A0A5K1K8T8,10,23.35,0.888,PF3D7_1320300,705.0,Uncharacterized protein
A0A5K1K8U0,3,6.16,0.307,PF3D7_1359600,2025.0,K Homology domain-containing protein
A0A5K1K8U1,1,2.55,0.072,PF3D7_1333800,234.0,"Voldacs domain-containing protein, putative"
A0A5K1K8U2,4,1.99,0.043,PF3D7_1332200,1001.0,Uncharacterized protein
A0A5K1K8U3,3,6.69,0.34,PF3D7_1330200,226.0,Uncharacterized protein
A0A5K1K8U7,1,3.17,0.108,PF3D7_1337900,219.0,Transcription factor TFIIIC triple barrel domain-containing protein
A0A5K1K8U8,7,33.04,0.945,PF3D7_1325500,667.0,Uncharacterized protein
A0A5K1K8V1,9,17.45,0.802,PF3D7_1334100,983.0,Origin recognition complex subunit 1
A0A5K1K8V2,2,1.94,0.04,PF3D7_1337400,584.0,"Zinc finger protein, putative"
A0A5K1K8V5,0,0.0,0.0,PF3D7_1339400,148.0,"Cytochrome c oxidase subunit ApiCOX14, putative"
A0A5K1K8V6,4,4.82,0.214,PF3D7_1327100,344.0,SUEL-type lectin domain-containing protein
A0A5K1K8V8,1,1.75,0.032,PF3D7_1338200,221.0,"60S ribosomal protein L6, putative"
A0A5K1K8V9,13,17.06,0.795,PF3D7_1338900,931.0,"Serine/threonine protein kinase, putative (EC 2.7.11.1)"
A0A5K1K8W0,11,25.66,0.908,PF3D7_1363400,905.0,"Polyubiquitin binding protein, putative"
A0A5K1K8W3,0,0.0,0.0,PF3D7_1341500,508.0,"Inner membrane complex suture component, putative"
A0A5K1K8W4,10,13.47,0.687,PF3D7_1329700,532.0,Apicoplast calcium binding protein 1
A0A5K1K8W5,12,14.62,0.729,PF3D7_0513700,735.0,"Secreted ookinete protein, putative"
A0A5K1K8W6,12,9.21,0.493,PF3D7_1339600,592.0,Uncharacterized protein
A0A5K1K8W7,0,0.0,0.0,PF3D7_1340400,385.0,Uncharacterized protein
A0A5K1K8X0,0,0.0,0.0,PF3D7_1365000,348.0,Nuclear speckle splicing regulatory protein 1 N-terminal domain-containing protein
A0A5K1K8X1,14,33.5,0.947,PF3D7_1345200,569.0,"Rhomboid protease ROM6, putative (EC 3.4.21.105)"
A0A5K1K8X2,14,21.57,0.871,PF3D7_1332400,858.0,"Nucleotidyltransferase, putative (EC 2.7.7.7)"
A0A5K1K8X3,14,22.9,0.884,PF3D7_1342200,972.0,Uncharacterized protein
A0A5K1K8X4,14,8.28,0.441,PF3D7_1344700,1244.0,Uncharacterized protein
A0A5K1K8X7,17,16.24,0.774,PF3D7_1369500,1106.0,Uncharacterized protein
A0A5K1K8X8,10,8.42,0.449,PF3D7_0527900,665.0,RNA helicase (EC 3.6.4.13)
A0A5K1K8X9,2,2.47,0.068,PF3D7_1347300,220.0,PRA1 family protein
A0A5K1K8Y1,1,2.84,0.089,PF3D7_1345600,370.0,Inner membrane complex protein
A0A5K1K8Y2,10,9.42,0.506,PF3D7_1475900,803.0,KELT protein
A0A5K1K8Y5,1,1.44,0.019,PF3D7_1346600,221.0,DUF6827 domain-containing protein
A0A5K1K8Y7,1,1.49,0.021,PF3D7_1348900,119.0,Uncharacterized protein
A0A5K1K8Y8,2,8.19,0.436,PF3D7_1347500,372.0,DNA/RNA-binding protein ALBA4 (PfAlba4)
A0A5K1K8Y9,2,1.81,0.034,PF3D7_1339000,193.0,Uncharacterized protein
A0A5K1K8Z2,3,1.51,0.022,PF3D7_1348600,371.0,Uncharacterized protein
A0A5K1K8Z4,4,8.35,0.445,PF3D7_1350900,521.0,"AP2 domain transcription factor AP2-O4, putative"
A0A5K1K8Z5,1,3.69,0.14,PF3D7_1349600,307.0,Uncharacterized protein
A0A5K1K8Z6,6,9.1,0.487,PF3D7_1340500,1202.0,DIX domain-containing protein
A0A5K1K8Z8,0,0.0,0.0,PF3D7_0809250,67.0,Uncharacterized protein
A0A5K1K900,3,2.69,0.08,PF3D7_1350600,261.0,Uncharacterized protein
A0A5K1K903,13,17.73,0.807,PF3D7_1357700,1218.0,"U3 small nucleolar RNA-associated protein 21, putative"
A0A5K1K904,4,12.1,0.639,PF3D7_1351300,362.0,Intein C-terminal splicing domain-containing protein
A0A5K1K906,0,0.0,0.0,PF3D7_1233050,32.0,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST4, putative"
A0A5K1K907,10,28.58,0.926,PF3D7_1352400,1594.0,Uncharacterized protein
A0A5K1K910,4,5.8,0.283,PF3D7_1344800,375.0,aspartate carbamoyltransferase (EC 2.1.3.2)
A0A5K1K911,1,1.59,0.025,PF3D7_1358100,734.0,"Sas10 domain-containing protein, putative"
A0A5K1K912,4,7.45,0.391,PF3D7_1360400,313.0,Uncharacterized protein
A0A5K1K916,17,16.03,0.768,PF3D7_1359900,2126.0,Uncharacterized protein
A0A5K1K918,11,19.04,0.833,PF3D7_1361300,238.0,Uncharacterized protein
A0A5K1K919,11,12.49,0.652,PF3D7_1362500,713.0,"Exonuclease, putative (EC 3.1.-.-)"
A0A5K1K922,3,2.22,0.054,PF3D7_1362000,199.0,"Cytochrome c oxidase subunit ApiCOX24, putative"
A0A5K1K923,12,15.78,0.762,PF3D7_1348700,715.0,Cilia- and flagella-associated protein 52
A0A5K1K924,12,21.25,0.867,PF3D7_1362900,1636.0,Uncharacterized protein
A0A5K1K925,0,0.0,0.0,PF3D7_0516200,151.0,40S ribosomal protein S11
A0A5K1K926,5,9.55,0.514,PF3D7_1363800,681.0,"Nuclear fusion protein, putative"
A0A5K1K928,0,0.0,0.0,PF3D7_1317400,205.0,"Zinc finger protein, putative"
A0A5K1K929,7,20.64,0.859,PF3D7_1363500,836.0,"CCR4 domain-containing protein 2, putative (EC 3.1.21.1)"
A0A5K1K930,2,2.66,0.078,PF3D7_1350700,561.0,"N6-adenine-specific methylase, putative (EC 2.1.1.62)"
A0A5K1K934,0,0.0,0.0,PF3D7_1322400,370.0,Uncharacterized protein
A0A5K1K935,16,15.14,0.746,PF3D7_1365300,740.0,Uncharacterized protein
A0A5K1K936,6,8.19,0.436,PF3D7_1355200,1017.0,"RAP protein, putative"
A0A5K1K937,13,13.14,0.675,PF3D7_1368500,830.0,"Heptatricopeptide repeat-containing protein, putative"
A0A5K1K940,1,1.12,0.008,PF3D7_1326300,527.0,"RNA-binding protein, putative"
A0A5K1K941,0,0.0,0.0,PF3D7_0528000,124.0,"Proteasome maturation factor UMP1, putative"
A0A5K1K942,8,13.02,0.671,PF3D7_1369600,897.0,Uncharacterized protein
A0A5K1K943,1,1.25,0.012,PF3D7_1360000,177.0,"ATP synthase-associated protein, putative"
A0A5K1K948,6,2.19,0.052,PF3D7_1362100,273.0,14-3-3 protein
A0A5K1K950,7,6.32,0.317,PF3D7_1328000,2213.0,Inner centromere protein ARK-binding domain-containing protein
A0A5K1K954,0,0.0,0.0,PF3D7_1363600,227.0,Uncharacterized protein
A0A5K1K956,10,25.08,0.904,PF3D7_0811500,912.0,"Histone-arginine methyltransferase CARM1, putative (EC 2.1.1.125)"
A0A5K1K957,11,8.6,0.46,PF3D7_1330700,611.0,"GPI transamidase subunit PIG-U, putative"
A0A5K1K958,5,5.98,0.294,PF3D7_MIT01400,249.0,Cytochrome c oxidase subunit 3
A0A5K1K961,2,2.91,0.093,PF3D7_1365800,329.0,Uncharacterized protein
A0A5K1K962,0,0.0,0.0,PF3D7_1236650,58.0,Uncharacterized protein
A0A5K1K963,1,1.0,0.006,PF3D7_1334200,524.0,"Chaperone binding protein, putative"
A0A5K1K965,16,17.86,0.81,PF3D7_1428400,2020.0,"WD and tetratricopeptide repeats protein 1, putative"
A0A5K1K967,1,4.52,0.193,PF3D7_1338300,411.0,"Elongation factor 1-gamma, putative"
A0A5K1K969,3,6.6,0.335,PF3D7_1339700,1936.0,Uncharacterized protein
A0A5K1K970,6,13.28,0.68,PF3D7_1319100,803.0,"Ubiquitin carboxyl-terminal hydrolase MINDY, putative"
A0A5K1K972,3,4.52,0.193,PF3D7_1342300,263.0,"Tetratricopeptide repeat protein, putative"
A0A5K1K973,8,10.59,0.569,PF3D7_1322600,512.0,Uncharacterized protein
A0A5K1K976,17,14.74,0.733,PF3D7_1345800,994.0,WD repeat-containing protein
A0A5K1K977,5,3.77,0.145,PF3D7_1326400,473.0,Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)
A0A5K1K981,0,0.0,0.0,PF3D7_1347800,256.0,Leucine-rich repeat protein
A0A5K1K982,13,20.3,0.853,PF3D7_1328200,2668.0,Uncharacterized protein
A0A5K1K984,4,7.23,0.377,PF3D7_1331200,407.0,Uncharacterized protein
A0A5K1K985,0,0.0,0.0,PF3D7_1349900,186.0,Uncharacterized protein
A0A5K1K987,8,10.96,0.588,PF3D7_1334700,202.0,MSP7-like protein
A0A5K1K988,1,1.15,0.009,PF3D7_1351700,1318.0,"Inner membrane complex protein 1f, putative"
A0A5K1K989,12,16.04,0.768,PF3D7_1338500,721.0,Uncharacterized protein
A0A5K1K991,11,15.41,0.753,PF3D7_1358300,340.0,"Rhomboid protease ROM7, putative (EC 3.4.21.105)"
A0A5K1K993,11,7.9,0.42,PF3D7_1339900,925.0,"ABC transporter B family member 5, putative (EC 3.6.3.44)"
A0A5K1K994,0,0.0,0.0,PF3D7_1361600,137.0,"Fe-S assembly protein IscX, putative"
A0A5K1K996,5,3.49,0.127,PF3D7_1343300,982.0,"CDT1-like protein, putative"
A0A5K1K998,24,21.4,0.869,PF3D7_1363000,1173.0,G domain-containing protein
A0A5K1K999,0,0.0,0.0,PF3D7_1345900,216.0,Kinetochore protein SPC25
A0A5K1K9A0,4,21.3,0.868,PF3D7_1364200,1813.0,"Nucleoporin NUP205, putative"
A0A5K1K9A2,39,16.87,0.79,PF3D7_1347900,1847.0,RAP domain-containing protein
A0A5K1K9A3,0,0.0,0.0,PF3D7_1350000,267.0,Uncharacterized protein
A0A5K1K9A4,3,5.83,0.284,PF3D7_1368900,450.0,Arabinogalactan protein
A0A5K1K9A6,0,0.0,0.0,PF3D7_1351900,412.0,Uncharacterized protein
A0A5K1K9A9,0,0.0,0.0,PF3D7_1358400,139.0,Uncharacterized protein
A0A5K1K9B3,0,0.0,0.0,PF3D7_1361700,228.0,"Cytochrome c oxidase subunit 2, putative (EC 1.9.3.1)"
A0A5K1K9B5,17,4.52,0.194,PF3D7_1363100,1024.0,Uncharacterized protein
A0A5K1K9B8,15,15.86,0.764,PF3D7_1364300,1151.0,RNA helicase (EC 3.6.4.13)
A0A5K1K9B9,1,0.94,0.005,PF3D7_1369100,521.0,Uncharacterized protein
A0A5K1K9C5,14,8.34,0.445,PF3D7_API04200,959.0,DNA-directed RNA polymerase subunit beta
A0A5K1K9E3,0,0.0,0.0,PF3D7_0509300,115.0,Small acidic protein-like domain-containing protein
A0A5K1K9E4,3,3.28,0.115,PF3D7_0525600,351.0,"RNA methyltransferase, putative (EC 2.1.1.56)"
A0A5K1K9E5,0,0.0,0.0,PF3D7_0801400,78.0,Uncharacterized protein
A0A5K1K9E6,0,0.0,0.0,PF3D7_0928150,79.0,Uncharacterized protein
A0A5K1K9E7,0,0.0,0.0,PF3D7_1316800,290.0,"Protein transport protein SEC20, putative"
A0A5K1K9E9,2,1.72,0.03,PF3D7_1326000,163.0,Uncharacterized protein
A0A5K1K9F0,8,6.93,0.357,PF3D7_1327500,861.0,Uncharacterized protein
A0A5K1K9F1,2,2.75,0.083,PF3D7_1330100,186.0,Uncharacterized protein
A0A5K1K9F2,20,59.4,0.987,PF3D7_1333900,1328.0,DNA2/NAM7 helicase-like C-terminal domain-containing protein
A0A5K1K9F3,5,4.28,0.177,PF3D7_1338100,503.0,"26S proteasome regulatory subunit RPN3, putative"
A0A5K1K9F4,0,0.0,0.0,PF3D7_1339500,111.0,Large ribosomal subunit protein mL49
A0A5K1K9F5,0,0.0,0.0,PF3D7_1341700,105.0,Uncharacterized protein
A0A5K1K9F6,4,27.21,0.919,PF3D7_1345400,1474.0,Uncharacterized protein
A0A5K1K9F7,0,0.0,0.0,PF3D7_1347400,139.0,Uncharacterized protein
A0A5K1K9F9,23,16.52,0.78,PF3D7_1351200,1550.0,Uncharacterized protein
A0A5K1K9G0,19,21.66,0.873,PF3D7_1358000,2012.0,"Patatin-like phospholipase, putative (EC 3.1.1.4)"
A0A5K1K9G1,3,3.02,0.099,PF3D7_1360700,1130.0,"E3 SUMO-protein ligase PIAS, putative (EC 2.3.2.27)"
A0A5K1K9G2,0,0.0,0.0,PF3D7_1362600,267.0,Uncharacterized protein
A0A5K1K9G3,6,5.32,0.25,PF3D7_1364000,827.0,Swt1-like HEPN domain-containing protein
A0A5K1K9G4,11,15.94,0.766,PF3D7_1366400,1262.0,Rhoptry protein RHOP148
A0A5K1K9G8,12,166.41,0.999,PF3D7_MIT02100,508.0,Cytochrome c oxidase subunit 1 (EC 7.1.1.9)
B3FEM7,14,32.59,0.944,PF3D7_1321600,769.0,Phosphodiesterase (EC 3.1.4.-)
B9ZSH6,0,0.0,0.0,PF3D7_0101000,358.0,Rifin
B9ZSH7,2,7.27,0.379,PF3D7_0101300,235.0,Pfmc-2TM Maurer's cleft two transmembrane protein
B9ZSH8,8,16.42,0.778,PF3D7_0102600,630.0,non-specific serine/threonine protein kinase (EC 2.7.11.1)
B9ZSH9,3,5.96,0.293,PF3D7_0103000,259.0,"Vacuolar protein sorting-associated protein VTA1, putative"
B9ZSI0,11,10.35,0.556,PF3D7_0103300,918.0,RING-type domain-containing protein
B9ZSI1,43,29.73,0.932,PF3D7_0103500,1823.0,Uncharacterized protein
B9ZSI2,16,13.04,0.672,PF3D7_0104600,1339.0,RAP domain-containing protein
B9ZSI3,9,13.95,0.705,PF3D7_0106000,922.0,BRCT domain-containing protein
B9ZSI4,5,16.89,0.79,PF3D7_0106200,215.0,"EF hand domain-containing protein, putative"
B9ZSI5,2,24.34,0.898,PF3D7_0107200,337.0,"CCR4 domain-containing protein 3, putative"
B9ZSI6,11,3.66,0.138,PF3D7_0107700,446.0,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative"
B9ZSI7,9,34.36,0.95,PF3D7_0108400,330.0,"Mitochondrial carrier protein, putative"
B9ZSI8,25,61.68,0.988,PF3D7_0109850,596.0,dolichol kinase (EC 2.7.1.108)
B9ZSI9,1,2.1,0.048,PF3D7_0111400,718.0,Uncharacterized protein
B9ZSJ0,3,3.29,0.115,PF3D7_0111800,620.0,"Eukaryotic translation initiation factor 4E, putative"
B9ZSJ1,1,1.3,0.014,PF3D7_0113200,592.0,Uncharacterized protein
B9ZSJ2,8,31.25,0.938,PF3D7_0114000,1463.0,Exported protein family 1
B9ZSJ3,1,2.12,0.049,PF3D7_0114100,229.0,Pfmc-2TM Maurer's cleft two transmembrane protein
C0H466,9,22.5,0.881,PF3D7_0301200,610.0,non-specific serine/threonine protein kinase (EC 2.7.11.1)
C0H467,5,21.95,0.876,PF3D7_0301400,243.0,Uncharacterized protein
C0H468,5,9.45,0.508,PF3D7_0301600,732.0,Uncharacterized protein
C0H469,18,10.73,0.576,PF3D7_0310300,1165.0,"Phosphoglycerate mutase, putative (EC 5.4.2.11)"
C0H470,4,27.81,0.922,PF3D7_0313300,187.0,"YGGT family protein, putative"
C0H471,14,14.46,0.723,PF3D7_0313700,519.0,Fusion protein
C0H472,5,2.49,0.069,PF3D7_0313800,661.0,Zinc finger protein
C0H473,3,2.12,0.049,PF3D7_0314000,275.0,"HSP20-like chaperone, putative"
C0H475,5,5.02,0.228,PF3D7_0314800,1040.0,Transcription factor with AP2 domain(S)
C0H477,7,20.77,0.861,PF3D7_0316300,431.0,inorganic diphosphatase (EC 3.6.1.1)
C0H478,10,13.48,0.688,PF3D7_0317100,969.0,6-cysteine protein
C0H479,2,5.38,0.255,PF3D7_0317900,689.0,BIR protein
C0H480,0,0.0,0.0,PF3D7_0320000,144.0,Protein phosphatase inhibitor 2
C0H481,4,6.25,0.313,PF3D7_0320200,583.0,CPW-WPC family protein
C0H482,5,5.18,0.24,PF3D7_0321400,319.0,"Protein kinase, putative"
C0H483,14,11.43,0.61,PF3D7_0321900,1283.0,Cyclic amine resistance locus protein
C0H484,4,12.28,0.645,PF3D7_0322100,591.0,mRNA 5'-phosphatase (EC 3.6.1.74)
C0H485,14,21.98,0.876,PF3D7_0322400,867.0,Regulator of initiation factor 2 (eIF2)
C0H488,6,14.06,0.71,PF3D7_0403600,768.0,Uncharacterized protein
C0H489,18,24.4,0.898,PF3D7_0405100,1350.0,"Protein transport protein Sec24B, putative"
C0H490,1,9.87,0.531,PF3D7_0406400,263.0,hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II)
C0H492,8,89.74,0.995,PF3D7_0406700,847.0,Protein phosphatase 1 regulatory subunit 21 N-terminal domain-containing protein
C0H493,6,2.49,0.069,PF3D7_0406900,1751.0,Uncharacterized protein
C0H494,1,27.28,0.92,PF3D7_0407100,333.0,"Methyltransferase, putative"
C0H495,6,24.61,0.9,PF3D7_0424000,347.0,Plasmodium RESA N-terminal domain-containing protein
C0H496,25,13.88,0.702,PF3D7_0424200,1716.0,Reticulocyte binding protein homologue 4
C0H498,14,50.24,0.98,PF3D7_0407500,380.0,"Mitochondrial carrier protein, putative"
C0H499,5,3.68,0.139,PF3D7_0408400,471.0,Plasmodium RESA N-terminal domain-containing protein
C0H4A0,0,0.0,0.0,PF3D7_0409100,534.0,"U4/U6 small nuclear ribonucleoprotein PRP31, putative"
C0H4A1,6,20.96,0.864,PF3D7_0409500,398.0,"NAD(P)-binding protein, putative"
C0H4A2,1,4.82,0.215,PF3D7_0414200,150.0,Calmodulin
C0H4A3,1,2.69,0.08,PF3D7_0414300,112.0,"Rab5-interacting protein, putative"
C0H4A4,0,0.0,0.0,PF3D7_0414800,199.0,Uncharacterized protein
C0H4A5,4,4.73,0.208,PF3D7_0414900,275.0,Armadillo-domain containing rhoptry protein
C0H4A6,0,0.0,0.0,PF3D7_0415900,205.0,Ribosomal protein L15
C0H4A7,15,26.32,0.913,PF3D7_0416400,1259.0,histone acetyltransferase (EC 2.3.1.48)
C0H4A8,1,0.65,0.001,PF3D7_0416700,89.0,"CDGSH iron-sulfur domain-containing protein, putative"
